[ 1.76958765  1.41082839  0.74111739 -0.18578443 -1.18796132 -2.37565026
 -0.46440257  1.5639981   0.69643977  1.38892243  0.16151142  0.36593249] [ 1.5930981   1.36832273  0.35030763  0.02437612 -0.92703045 -2.07151097
 -0.88625546  1.57016152  0.5302554   0.82674102  0.55859003  0.19886519] [ 1.70340331  0.78920091  0.21566563  0.2337511  -0.99292075 -1.83870058
 -0.52474749  1.52112188  0.61124265  0.75243752  0.19907208  0.2937022 ] [ 1.84419471  0.43810002  0.15663566  0.44869025 -0.72898267 -1.69281284
 -0.82502088  1.405577    0.51015997  0.70140438  0.26194117  0.16405532] [ 1.99655933  0.27708084  0.07294359  0.49691302 -0.36998757 -1.42326047
 -1.15556138  1.35971948  0.38580016  0.69911905  0.27282979 -0.20515947] [ 2.24121834 -0.100526    0.10547475  0.43655144 -0.42568292 -0.9189968
 -0.75788054  1.13401048  0.45551157  0.41450477 -0.42311611 -0.26445287] [ 1.86332669  0.28484828 -0.43136378  0.60297118 -0.49839575 -0.60137115
 -0.30897212  1.10731261  0.58906798 -0.21238698 -1.25707278 -0.24390833] [ 1.99141568  0.24209436 -0.13291761  0.07175465  0.01730396 -0.56212464
 -0.24764922  1.01219919  0.10166505 -0.11922737 -1.80655143 -0.15169731] [ 1.4039845   0.58976711 -0.10828663  0.22077457  0.35692323 -0.00179225
 -0.76208903  0.57747959  0.02538464 -0.13084517 -1.0368987  -0.34172661] [ 1.32923076  0.26111811  0.46674186  0.30533881  0.47941803  0.42127795
 -1.08619375 -0.00969335  0.16307667 -0.10357767 -0.80818671  0.08430233] [ 1.42945964  0.32745959  0.26383803  0.63830543  0.72696415  0.12928538
 -1.0853735  -0.25960292  0.15158948  0.32936553 -1.12342764 -0.11521144] [ 1.52859148  0.36656617  0.48335852  0.8290517   0.57829817  0.19994181
 -1.11819599 -0.31443525  0.23199979  0.34701381 -1.19079464 -0.48344534] [ 1.13905829  0.52133654  0.84801192  1.46347749  0.11457171  0.30923582
 -1.57928191 -0.71136591  0.85197664  0.03645283 -0.79315634 -0.7009549 ] [ 1.09122434  0.29381741  1.31133452  1.39218314  0.40618845  0.07330138
 -1.54234557 -0.64066933  0.58773133  0.14560971 -0.70472443 -0.5954131 ] [ 1.47175613 -0.14109311  2.08687672  1.06662889  0.54901877 -0.19858079
 -2.02422159 -0.34938706  0.17709435 -0.04227359 -0.8667614   0.03712712] [ 1.59358835 -0.18504873  1.89493422  1.13303707  0.48438341 -0.16241067
 -1.69674755 -0.43541754 -0.09082389 -0.05656774 -0.35285905  0.19702699] [ 1.59076135 -0.1258197   1.70951179  1.23108635  0.41666703 -0.13885853
 -1.1055705  -0.60191236 -0.21421263  0.17809088 -0.40594872  0.31487235] [ 1.51506729 -0.50604386  2.14980489  1.43272952  0.19491133 -0.27351028
 -1.06467805 -0.48674851 -0.04529784  0.73296446 -1.25765283 -0.17675239] [ 1.2742399  -0.57899334  2.01728667  1.32381594  0.21851824  0.95090994
